,Unnamed: 0,CASE_NUMBER,CASE_STATUS,CASE_RECEIVED_DATE,DECISION_DATE,EMPLOYER_NAME,PREVAILING_WAGE_SUBMITTED,PREVAILING_WAGE_SUBMITTED_UNIT,PAID_WAGE_SUBMITTED,PAID_WAGE_SUBMITTED_UNIT,JOB_TITLE,WORK_CITY,EDUCATION_LEVEL_REQUIRED,COLLEGE_MAJOR_REQUIRED,EXPERIENCE_REQUIRED_Y_N,EXPERIENCE_REQUIRED_NUM_MONTHS,COUNTRY_OF_CITIZENSHIP,PREVAILING_WAGE_SOC_CODE,PREVAILING_WAGE_SOC_TITLE,WORK_STATE,WORK_STATE_ABBREVIATION,WORK_POSTAL_CODE,FULL_TIME_POSITION_Y_N,VISA_CLASS,PREVAILING_WAGE_PER_YEAR,PAID_WAGE_PER_YEAR,JOB_TITLE_SUBGROUP,order,QOL_Poor,QOL_Average,QOL_High,QOL
1069,1083,I-200-15068-166222,certified,3/9/2015,3/13/2015,FPT USA CORP,87277.0,year,87277.0,year,DATA SCIENTIST,EL SEGUNDO,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,California,CA,90245,y,H-1B,87277.0,87277.0,data scientist,48831,,Average,,Average
1070,1084,I-200-14093-028991,certified,4/4/2014,4/10/2014,DEVON ENERGY CORPORATION,87214.0,year,105000.0,year,SENIOR DATA ANALYST,OKLAHOMA CITY,,,,,,15-1199,"Computer Occupations, All Other",Oklahoma,OK,,y,H-1B,87214.0,105000.0,data analyst,48865,,Average,,Average
1071,1085,I-200-14217-276464,certified,12/23/2014,12/31/2014,INOVALON INC,87194.0,year,100000.0,year,SENIOR SQL DATA ANALYST,BOWIE,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Maryland,MD,20716,y,H-1B,87194.0,100000.0,data analyst,48874,,Average,,Average
1072,1086,I-200-14224-427095,certified,8/13/2014,8/20/2014,INOVALON INC,87194.0,year,100000.0,year,SR. DATA ANALYST,HERNDON,,,,,,15-1121,Computer Systems Analysts,Virginia,VA,,y,H-1B,87194.0,100000.0,data analyst,48875,,Average,,Average
1073,1087,I-200-14325-654254,certified,11/24/2014,12/1/2014,INOVALON INC,87194.0,year,96016.0,year,SR. DATA ANALYST,BOWIE,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Maryland,MD,20716,y,H-1B,87194.0,96016.0,data analyst,48877,,Average,,Average
1074,1088,I-200-14231-776223,certified,8/25/2014,8/29/2014,UNITY HEALTH CARE INC,87194.0,year,88433.87,year,DATA ANALYST II,WASHINGTON,,,,,,15-1121,Computer Systems Analysts,District of Columbia,DC,,y,H-1B,87194.0,88433.87,data analyst,48888,,Average,,Average
1075,1089,I-200-14303-140399,certified,10/30/2014,11/5/2014,INOVALON INC,87194.0,year,87500.0,year,SENIOR DATA ANALYST,BOWIE,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Maryland,MD,20716,y,H-1B,87194.0,87500.0,data analyst,48895,,Average,,Average
1076,1090,I-200-14351-051359,certified,12/17/2014,12/23/2014,USM BUSINESS SYSTEMS INC,87194.0,year,87200.0,year,DATA ANALYST,MCLEAN,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Virginia,VA,22102,y,H-1B,87194.0,87200.0,data analyst,48898,,Average,,Average
1077,1091,I-200-13064-170311,certified,3/5/2013,3/11/2013,COMSCORE INC,87006.0,year,91000.0,year,SENIOR DATA ANALYST,RESTON,,,,,,15-1132,"Software Developers, Applications",Virginia,VA,,y,H-1B,87006.0,91000.0,data analyst,49186,,Average,,Average
1078,1092,I-200-13093-725878,certified,4/3/2013,4/9/2013,VASTCOM INC,86944.0,year,110000.0,year,DATA SCIENTIST,AUSTIN,,,,,,15-1111,Computer and Information Research Scientists,Texas,TX,,y,H-1B,86944.0,110000.0,data scientist,49325,,Average,,Average
1079,1093,I-200-14037-439295,certified,2/6/2014,2/12/2014,CIBER INC,86902.0,year,90000.0,year,DATA ANALYST/DATABASE WAREHOUSING ANALYST,CHARLOTTE,,,,,,15-1141,Database Administrators,North Carolina,NC,,y,H-1B,86902.0,90000.0,data analyst,49352,,Average,,Average
1080,1094,I-200-14037-690737,certified,2/6/2014,2/12/2014,CIBER INC,86902.0,year,90000.0,year,DATA ANALYST/DATABASE WAREHOUSING ANALYST,CHARLOTTE,,,,,,15-1141,Database Administrators,North Carolina,NC,,y,H-1B,86902.0,90000.0,data analyst,49353,,Average,,Average
1081,1095,I-200-14079-103253,certified,3/20/2014,3/26/2014,JUNE BLACKBOX INC,86902.0,year,90000.0,year,QUANTITATIVE DATA ANALYST,SANTA CLARA,,,,,,13-1111,Management Analysts,California,CA,,y,H-1B,86902.0,90000.0,data analyst,49354,,Average,,Average
1082,1096,I-200-11320-162008,certified-withdrawn,11/17/2011,11/23/2011,KNIGHT CAPITAL AMERICAS LP,86778.0,year,150000.0,year,"VICE PRESIDENT, DATA ANALYST",JERSEY CITY,,,,,,15-2031,Operations Research Analysts,New Jersey,NJ,,y,H-1B,86778.0,150000.0,data analyst,49559,,Average,,Average
1083,1097,I-200-14080-801366,certified,3/21/2014,3/27/2014,MCGRAW-HILL GLOBAL EDUCATION LLC,86611.0,year,135000.0,year,SENIOR DATA SCIENTIST,BOSTON,,,,,,15-2031,Operations Research Analysts,Massachusetts,MA,,y,H-1B,86611.0,135000.0,data scientist,49650,,Average,,Average
1084,1098,I-200-13079-438957,certified,3/20/2013,3/26/2013,SUMO LOGIC INC,86611.0,year,125000.0,year,DATA SCIENTIST,REDWOOD CITY,,,,,,15-1133,"Software Developers, Systems Software",California,CA,,y,H-1B,86611.0,125000.0,data scientist,49653,,Average,,Average
1085,1099,I-200-13074-656448,certified,3/15/2013,3/21/2013,QUANTCAST CORPORATION,86611.0,year,110000.0,year,"SOFTWARE ENGINEER, BIG DATA PLATFORMS I",SAN FRANCISCO,,,,,,15-1133,"Software Developers, Systems Software",California,CA,,y,H-1B,86611.0,110000.0,software engineer,49656,,Average,,Average
1086,1100,I-200-13068-679397,certified,3/14/2013,3/20/2013,UBER TECHNOLOGIES INC,86611.0,year,100000.0,year,DATA SCIENTIST,SAN FRANCISCO,,,,,,15-1133,"Software Developers, Systems Software",California,CA,,y,H-1B,86611.0,100000.0,data scientist,49672,,Average,,Average
1087,1101,I-200-14055-841876,certified,2/26/2014,3/4/2014,TRIPADVISOR LLC,86611.0,year,95000.0,year,DATA SCIENTIST,NEWTON,,,,,,15-2031,Operations Research Analysts,Massachusetts,MA,,y,H-1B,86611.0,95000.0,data scientist,49677,,Average,,Average
1088,1102,I-200-14062-625738,certified,3/5/2014,3/11/2014,TRIPADVISOR LLC,86611.0,year,95000.0,year,DATA SCIENTIST,NEWTON,,,,,,15-2031,Operations Research Analysts,Massachusetts,MA,,y,H-1B,86611.0,95000.0,data scientist,49678,,Average,,Average
1089,1103,I-200-14078-044062,certified-withdrawn,3/19/2014,4/9/2014,COLLABORATIVE CONSULTING LLC,86590.0,year,100000.0,year,DATA SCIENTIST,BURLINGTON,,,,,,15-1121,Computer Systems Analysts,Massachusetts,MA,,y,H-1B,86590.0,100000.0,data scientist,49745,,Average,,Average
1090,1104,I-200-15063-044465,certified,3/6/2015,3/12/2015,LOWERMYBILLSCOM,86590.0,year,86590.0,year,SENIOR DATA SCIENTIST,PLAYA VISTA,,,,,,15-2041,STATISTICIANS,California,CA,90094,y,H-1B,86590.0,86590.0,data scientist,49770,,Average,,Average
1091,1105,I-200-14279-352807,certified,10/6/2014,10/10/2014,SANTANDER BANK,86445.0,year,130000.0,year,DATA ANALYST,BOSTON,,,,,,15-2031,OPERATIONS RESEARCH ANALYSTS,Massachusetts,MA,02109,y,H-1B,86445.0,130000.0,data analyst,49940,,Average,,Average
1092,1106,I-200-15021-012153,certified,2/11/2015,2/18/2015,MCGRAW-HILL GLOBAL EDUCATION LLC,86445.0,year,120000.0,year,DATA SCIENTIST,BOSTON,,,,,,15-2031,OPERATIONS RESEARCH ANALYSTS,Massachusetts,MA,02210,y,H-1B,86445.0,120000.0,data scientist,49941,,Average,,Average
1093,1107,I-200-15033-481838,certified,2/6/2015,2/13/2015,MCGRAW-HILL GLOBAL EDUCATION LLC,86445.0,year,115000.0,year,DATA SCIENTIST,BOSTON,,,,,,15-2031,OPERATIONS RESEARCH ANALYSTS,Massachusetts,MA,02210,y,H-1B,86445.0,115000.0,data scientist,49942,,Average,,Average
1094,1108,I-200-15065-675861,certified,3/9/2015,3/13/2015,TRIPADVISOR LLC,86445.0,year,90000.0,year,DATA SCIENTIST,NEWTON,,,,,,15-2031,OPERATIONS RESEARCH ANALYSTS,Massachusetts,MA,02464,y,H-1B,86445.0,90000.0,data scientist,49945,,Average,,Average
1095,1109,I-200-14177-474747,certified,7/1/2014,7/8/2014,FACEBOOK INC,86394.0,year,110000.0,year,DATA SCIENTIST,MENLO PARK,,,,,,15-2021,Mathematicians,California,CA,,y,H-1B,86394.0,110000.0,data scientist,49959,,Average,,Average
1096,1110,I-200-13220-989231,certified,8/8/2013,8/16/2013,JPMORGAN CHASE & CO,86299.0,year,93000.0,year,DATA ANALYST,WILMINGTON,,,,,,15-1121,Computer Systems Analysts,Delaware,DE,,y,H-1B,86299.0,93000.0,data analyst,50057,,Average,,Average
1097,1111,I-200-13064-898704,certified,3/5/2013,3/11/2013,KALVI CONSULTING SERVICES INC,86278.0,year,86278.0,year,BUSINESS DATA ANALYST,BOTHELL,,,,,,15-1132,"Software Developers, Applications",Washington,WA,,y,H-1B,86278.0,86278.0,data analyst,50203,,Average,,Average
1098,1112,I-200-13102-767943,certified,4/18/2013,4/24/2013,AT&T SERVICES INC,86258.0,year,98296.0,year,SENIOR DATA ANALYST,ATLANTA,,,,,,15-1132,"Software Developers, Applications",Georgia,GA,,y,H-1B,86258.0,98296.0,data analyst,50220,,Average,,Average
1099,1113,I-200-13079-441187,certified,3/20/2013,3/26/2013,ADOMETRY INC,86258.0,year,86258.0,year,SR. DATA SCIENTIST,AUSTIN,,,,,,15-2031,Operations Research Analysts,Texas,TX,,y,H-1B,86258.0,86258.0,data scientist,50270,,Average,,Average
1100,1114,I-200-13157-293072,certified,6/10/2013,6/14/2013,ADOMETRY INC,86258.0,year,86258.0,year,SR. DATA SCIENTIST,AUSTIN,,,,,,15-2031,Operations Research Analysts,Texas,TX,,y,H-1B,86258.0,86258.0,data scientist,50271,,Average,,Average
1101,1115,I-200-15057-281167,certified,2/27/2015,3/5/2015,ELECTRONIC ARTS INC,86237.0,year,140000.0,year,RESEARCH DATA SCIENTIST,REDWOOD CITY,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,California,CA,94065,y,H-1B,86237.0,140000.0,data scientist,50282,,Average,,Average
1102,1116,I-200-14311-968780,certified,11/7/2014,11/14/2014,MICROSOFT CORPORATION,86237.0,year,121900.0,year,DATA SCIENTIST,SAN FRANCISCO,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,California,CA,94103,y,H-1B,86237.0,121900.0,data scientist,50283,,Average,,Average
1103,1117,I-200-15008-470793,certified,1/12/2015,1/17/2015,OPENDOOR LABS INC,86237.0,year,120000.0,year,DATA SCIENTIST,SAN FRANCISCO,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,California,CA,94105,y,H-1B,86237.0,120000.0,data scientist,50284,,Average,,Average
1104,1118,I-200-15056-090563,certified,2/25/2015,3/3/2015,ELECTRONIC ARTS INC,86237.0,year,120000.0,year,DATA SCIENTIST,REDWOOD CITY,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,California,CA,94065,y,H-1B,86237.0,120000.0,data scientist,50285,,Average,,Average
1105,1119,I-200-15061-753241,certified,3/11/2015,3/18/2015,GINGERIO INC,86237.0,year,110000.0,year,DATA SCIENTIST,SAN FRANCISCO,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,California,CA,94104,y,H-1B,86237.0,110000.0,data scientist,50286,,Average,,Average
1106,1120,I-200-15054-096365,certified,2/23/2015,2/27/2015,4INFO INC,86237.0,year,100000.0,year,DATA SCIENTIST,SAN MATEO,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,California,CA,94402,y,H-1B,86237.0,100000.0,data scientist,50287,,Average,,Average
1107,1121,I-200-15057-016293,certified,2/26/2015,3/4/2015,ELECTRONIC ARTS INC,86237.0,year,100000.0,year,DATA SCIENTIST,REDWOOD CITY,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,California,CA,94065,y,H-1B,86237.0,100000.0,data scientist,50288,,Average,,Average
1108,1122,I-200-15041-389643,certified,2/10/2015,2/17/2015,RELAYRIDES INC,86237.0,year,95000.0,year,DATA SCIENTIST,SAN FRANCISCO,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,California,CA,94105,y,H-1B,86237.0,95000.0,data scientist,50289,,Average,,Average
1109,1123,I-200-15054-585369,certified,3/2/2015,3/6/2015,C3 INC,86237.0,year,95000.0,year,DATA SCIENTIST,REDWOOD CITY,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,California,CA,94063,y,H-1B,86237.0,95000.0,data scientist,50290,,Average,,Average
1110,1124,I-203-14343-448245,certified,12/11/2014,12/17/2014,ENLITIC INC,86237.0,year,90000.0,year,DATA SCIENTIST,SAN FRANCISCO,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,California,CA,94103,y,E-3 Australian,86237.0,90000.0,data scientist,50291,,Average,,Average
1111,1125,I-200-15026-793609,certified,1/30/2015,2/5/2015,TRULIA INC,86237.0,year,86237.0,year,SENIOR DATA SCIENTIST,SAN FRANCISCO,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,California,CA,94105,y,H-1B,86237.0,86237.0,data scientist,50292,,Average,,Average
1112,1126,I-200-15078-132867,certified,3/19/2015,3/25/2015,SONY NETWORK ENTERTAINMENT INTERNATIONAL LLC,86237.0,year,86237.0,year,DATA SCIENTIST,SAN MATEO,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,California,CA,94404,y,H-1B,86237.0,86237.0,data scientist,50293,,Average,,Average
1113,1127,I-200-13232-334466,certified,8/20/2013,8/26/2013,INTUIT INC,41.45,hour,64.73,hour,DATA SCIENTIST,MOUNTAIN VIEW,,,,,,15-1199,"Computer Occupations, All Other",California,CA,,y,H-1B,86216.0,134638.4,data scientist,50295,,Average,,Average
1114,1128,I-200-14013-022142,certified,1/23/2014,1/30/2014,FMR CO INC,86216.0,year,86216.0,year,PRINCIPAL DATA ANALYST/DEVELOPER,BOSTON,,,,,,15-1141,Database Administrators,Massachusetts,MA,,y,H-1B,86216.0,86216.0,data analyst,50299,,Average,,Average
1115,1129,I-200-14069-869492,certified,3/10/2014,3/14/2014,FMR CO INC,86216.0,year,86216.0,year,PRINCIPAL DATA ANALYST/DEVELOPER,BOSTON,,,,,,15-1141,Database Administrators,Massachusetts,MA,,y,H-1B,86216.0,86216.0,data analyst,50300,,Average,,Average
1116,1130,I-200-14232-638864,certified,8/20/2014,8/26/2014,IGATE TECHNOLOGIES INC,86133.0,year,86200.0,year,DATA ANALYST,BALTIMORE,,,,,,15-1199,"Computer Occupations, All Other",Maryland,MD,,y,H-1B,86133.0,86200.0,data analyst,50427,,Average,,Average
1117,1131,I-200-15062-508770,certified,3/3/2015,3/12/2015,JOTTER INC,85987.0,year,100000.0,year,DATA SCIENTIST,MENLO PARK,,,,,,15-1141,DATABASE ADMINISTRATORS,California,CA,94025,y,H-1B,85987.0,100000.0,data scientist,50525,,Average,,Average
1118,1132,I-200-14279-046612,certified,10/7/2014,10/14/2014,BANK OF THE WEST,85987.0,year,100000.0,year,BASEL II DATA ANALYST,SAN FRANCISCO,,,,,,15-1141,DATABASE ADMINISTRATORS,California,CA,94108,y,H-1B,85987.0,100000.0,data analyst,50526,,Average,,Average
1119,1133,I-200-14240-133561,certified,8/28/2014,9/4/2014,ESURANCE INSURANCE SERVICES INC,85987.0,year,92500.0,year,DATA ANALYST B,SAN FRANCISCO,,,,,,15-1141,Database Administrators,California,CA,,y,H-1B,85987.0,92500.0,data analyst,50527,,Average,,Average
1120,1134,I-200-15061-978745,certified,3/4/2015,3/10/2015,RAVEL LAW INC,85946.0,year,115000.0,year,DATA SCIENTIST,SAN FRANCISCO,,,,,,15-2041,STATISTICIANS,California,CA,94107,y,H-1B,85946.0,115000.0,data scientist,50623,,Average,,Average
1121,1135,I-200-15049-346737,certified,2/18/2015,2/24/2015,PETAMETRICS INC,85946.0,year,100000.0,year,DATA SCIENTIST,SAN FRANCISCO,,,,,,15-2041,STATISTICIANS,California,CA,94102,y,H-1B,85946.0,100000.0,data scientist,50624,,Average,,Average
1122,1136,I-200-15084-119979,certified,3/25/2015,3/31/2015,PREMISE DATA CORPORATION,85946.0,year,100000.0,year,DATA SCIENTIST,SAN FRANCISCO,,,,,,15-2041,STATISTICIANS,California,CA,94103,y,H-1B,85946.0,100000.0,data scientist,50625,,Average,,Average
1123,1137,I-200-15069-827191,certified,3/10/2015,3/16/2015,ACCOMPLICE INC,85946.0,year,90000.0,year,DATA SCIENTIST,SAN FRANCISCO,,,,,,15-2041,STATISTICIANS,California,CA,94105,y,H-1B,85946.0,90000.0,data scientist,50633,,Average,,Average
1124,1138,I-200-15076-020256,certified,3/18/2015,3/24/2015,FARMER'S BUSINESS NETWORK INC,85946.0,year,90000.0,year,DATA SCIENTIST,SAN CARLOS,,,,,,15-2041,STATISTICIANS,California,CA,94070,y,H-1B,85946.0,90000.0,data scientist,50634,,Average,,Average
1125,1139,I-200-15055-670831,certified,2/24/2015,3/2/2015,ROAM ANALYTICS INC,85946.0,year,86000.0,year,DATA SCIENTIST,SAN FRANCISCO,,,,,,15-2041,STATISTICIANS,California,CA,94110,y,H-1B,85946.0,86000.0,data scientist,50640,,Average,,Average
1126,1140,I-200-15050-438579,certified,2/25/2015,3/3/2015,6 SENSE INSIGHTS INC,85946.0,year,85946.0,year,SENIOR DATA SCIENTIST,SAN FRANCISCO,,,,,,15-2041,STATISTICIANS,California,CA,94107,y,H-1B,85946.0,85946.0,data scientist,50650,,Average,,Average
1127,1141,I-200-14061-490120,certified,3/10/2014,3/14/2014,ALATION INC,85925.0,year,90000.0,year,DATA SCIENTIST,PALO ALTO,,,,,,15-1199,"Computer Occupations, All Other",California,CA,,y,H-1B,85925.0,90000.0,data scientist,50682,,Average,,Average
1128,1142,I-200-14063-848723,certified,3/4/2014,3/10/2014,TANGOME INC,85925.0,year,85925.0,year,DATA SCIENTIST,MOUNTAIN VIEW,,,,,,15-1199,"Computer Occupations, All Other",California,CA,,y,H-1B,85925.0,85925.0,data scientist,50690,,Average,,Average
1129,1143,I-200-14064-044266,certified,3/6/2014,3/12/2014,MOTION PICTURES LABORATORIES INC,85925.0,year,85925.0,year,DATA SCIENTIST,PALO ALTO,,,,,,15-1199,"Computer Occupations, All Other",California,CA,,y,H-1B,85925.0,85925.0,data scientist,50691,,Average,,Average
1130,1144,I-200-14121-125142,certified,5/7/2014,5/13/2014,SHIONOGI INC,85904.0,year,90000.0,year,DATA ANALYST (MANAGER MARKET ANALYTICS),FLORHAM PARK,,,,,,15-2041,Statisticians,New Jersey,NJ,,y,H-1B,85904.0,90000.0,data analyst,50705,,Average,,Average
1131,1145,I-200-13102-285145,certified,4/23/2013,4/29/2013,JACOBS LEVY EQUITY MANAGEMENT INC,85862.0,year,85862.0,year,DATA ANALYST,FLORHAM PARK,,,,,,15-2041,Statisticians,New Jersey,NJ,,y,H-1B,85862.0,85862.0,data analyst,50723,,Average,,Average
1132,1146,I-200-13204-826645,certified-withdrawn,7/23/2013,8/2/2013,JPMORGAN CHASE & CO,85717.0,year,130000.0,year,"VICE PRESIDENT, SENIOR DATA ANALYST",COLUMBUS,,,,,,15-2041,Statisticians,Ohio,OH,,y,H-1B,85717.0,130000.0,data analyst,50797,,Average,,Average
1133,1147,I-200-13267-233760,certified-withdrawn,9/25/2013,10/23/2014,FACEBOOK SERVICES INC,85675.0,year,138000.0,year,"DATA SCIENTIST, PRODUCT",SEATTLE,,,,,,15-2031,OPERATIONS RESEARCH ANALYSTS,Washington,WA,98101,y,H-1B,85675.0,138000.0,data scientist,50828,,Average,,Average
1134,1148,I-200-14101-291044,certified,4/11/2014,4/17/2014,EXPEDIA INC,85675.0,year,122128.0,year,SENIOR DATA SCIENTIST,BELLEVUE,,,,,,15-2031,Operations Research Analysts,Washington,WA,,y,H-1B,85675.0,122128.0,data scientist,50829,,Average,,Average
1135,1149,I-200-15064-535639,certified,3/6/2015,3/12/2015,SANTANDER CONSUMER USA INC,85571.0,year,98000.0,year,SENIOR DATA ANALYST (IV),DALLAS,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Texas,TX,75201,y,H-1B,85571.0,98000.0,data analyst,50897,,Average,,Average
1136,1150,I-200-14167-307007,certified,7/17/2014,7/23/2014,AT&T SERVICES INC,85571.0,year,97469.0,year,SENIOR DATA ANALYST,PLANO,,,,,,15-1121,Computer Systems Analysts,Texas,TX,,y,H-1B,85571.0,97469.0,data analyst,50898,,Average,,Average
1137,1151,I-200-14057-751296,certified,2/26/2014,3/4/2014,COVANCE INC,85571.0,year,85571.0,year,DATA SCIENTIST,PRINCETON,,,,,,19-1099,"Life Scientists, All Other",New Jersey,NJ,,y,H-1B,85571.0,85571.0,data scientist,50934,,Average,,Average
1138,1152,I-200-14351-844893,certified,1/8/2015,1/14/2015,FIDELITY SERVICE COMPANY INC,85571.0,year,85571.0,year,SENIOR DATA ANALYST,WESTLAKE,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Texas,TX,76262,y,H-1B,85571.0,85571.0,data analyst,50935,,Average,,Average
1139,1153,I-200-15050-869540,certified,2/24/2015,3/2/2015,FIDELITY SERVICE COMPANY INC,85571.0,year,85571.0,year,PRINCIPAL DATA ANALYST,WESTLAKE,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,Texas,TX,76262,y,H-1B,85571.0,85571.0,data analyst,50936,,Average,,Average
1140,1154,I-200-11319-355923,certified,11/18/2011,11/25/2011,ZIFF BROTHERS INVESTMENTS LLC,85530.0,year,97000.0,year,"DATA ANALYST, DATA SYSTEMS INTEGRATION",NEW YORK,,,,,,15-1132,"Software Developers, Applications",New York,NY,,y,H-1B,85530.0,97000.0,data analyst,50972,,Average,,Average
1141,1155,I-200-14266-430869,certified,9/25/2014,10/1/2014,MICROSOFT CORPORATION,85467.0,year,115752.26,year,DATA SCIENTIST,CAMBRIDGE,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,Massachusetts,MA,02142,y,H-1B,85467.0,115752.26,data scientist,51084,,Average,,Average
1142,1156,I-200-14266-862961,certified,9/25/2014,10/1/2014,MICROSOFT CORPORATION,85467.0,year,114949.9,year,DATA SCIENTIST,CAMBRIDGE,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,Massachusetts,MA,02142,y,H-1B,85467.0,114949.9,data scientist,51085,,Average,,Average
1143,1157,I-200-14266-462349,certified,9/25/2014,10/1/2014,MICROSOFT CORPORATION,85467.0,year,105000.22,year,DATA SCIENTIST,CAMBRIDGE,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,Massachusetts,MA,02142,y,H-1B,85467.0,105000.22,data scientist,51087,,Average,,Average
1144,1158,I-200-14266-746389,certified,9/25/2014,10/1/2014,MICROSOFT CORPORATION,85467.0,year,105000.22,year,DATA SCIENTIST,CAMBRIDGE,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,Massachusetts,MA,02142,y,H-1B,85467.0,105000.22,data scientist,51088,,Average,,Average
1145,1159,I-200-15042-505697,certified,2/11/2015,2/18/2015,MICROSOFT CORPORATION,85467.0,year,105000.0,year,DATA SCIENTIST,CAMBRIDGE,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,Massachusetts,MA,02142,y,H-1B,85467.0,105000.0,data scientist,51089,,Average,,Average
1146,1160,I-200-15044-850173,certified,2/16/2015,2/22/2015,MICROSOFT CORPORATION,85467.0,year,105000.0,year,DATA SCIENTIST,CAMBRIDGE,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,Massachusetts,MA,02142,y,H-1B,85467.0,105000.0,data scientist,51090,,Average,,Average
1147,1161,I-200-15041-020023,certified,2/10/2015,2/17/2015,MICROSOFT CORPORATION,85467.0,year,100000.0,year,DATA SCIENTIST,BURLINGTON,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,Massachusetts,MA,01803,y,H-1B,85467.0,100000.0,data scientist,51091,,Average,,Average
1148,1162,I-200-15043-013103,certified,2/13/2015,2/22/2015,POWER ADVOCATE INC,85467.0,year,95000.0,year,DATA SCIENTIST,BOSTON,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,Massachusetts,MA,02111,y,H-1B,85467.0,95000.0,data scientist,51093,,Average,,Average
1149,1163,I-200-13234-002138,certified,8/22/2013,8/28/2013,MAGNETIC MEDIA ONLINE INCORPORATED,85446.0,year,130000.0,year,SENIOR DATA SCIENTIST,NEW YORK,,,,,,15-1132,"Software Developers, Applications",New York,NY,,y,H-1B,85446.0,130000.0,data scientist,51120,,Average,,Average
1150,1164,I-200-15072-336000,denied,3/13/2015,3/23/2015,O2 TECHNOLOGIES INC,85446.0,year,95000.0,year,DATA ANALYST,IRVINE,,,,,,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",California,CA,92614,y,H-1B,85446.0,95000.0,data analyst,51209,,Average,,Average
1151,1165,I-200-15083-804847,certified,3/24/2015,3/30/2015,O2 TECHNOLOGIES INC,85446.0,year,95000.0,year,DATA ANALYST,IRVINE,,,,,,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",California,CA,92614,y,H-1B,85446.0,95000.0,data analyst,51210,,Average,,Average
1152,1166,I-200-13079-217621,certified,3/21/2013,3/27/2013,DATAXU INC,85446.0,year,85446.0,year,DATA SCIENTIST,BOSTON,,,,,,15-1132,"Software Developers, Applications",Massachusetts,MA,,y,H-1B,85446.0,85446.0,data scientist,51345,,Average,,Average
1153,1168,I-200-13100-626075,certified,4/10/2013,4/16/2013,VALTECH SOLUTIONS INC,85426.0,year,100880.0,year,DATA ANALYST,DALLAS,,,,,,15-1121,Computer Systems Analysts,Texas,TX,,y,H-1B,85426.0,100880.0,data analyst,51356,,Average,,Average
1154,1169,I-200-14071-295769,certified,3/12/2014,3/18/2014,APSALAR INC,85322.0,year,135000.0,year,DATA SCIENTIST,DENVER,,,,,,15-2041,Statisticians,Colorado,CO,,y,H-1B,85322.0,135000.0,data scientist,51396,,Average,,Average
1155,1170,I-200-14266-306393,certified,9/25/2014,10/1/2014,INTUIT INC,85322.0,year,106606.0,year,SENIOR TECHNICAL DATA ANALYST,MOUNTAIN VIEW,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,California,CA,94043,y,H-1B,85322.0,106606.0,data analyst,51403,,Average,,Average
1156,1171,I-200-14260-350812,denied,9/18/2014,9/23/2014,INTUIT INC,85322.0,year,106606.0,year,SENIOR TECHNICAL DATA ANALYST,MOUNTAIN VIEW,,,,,,15-1121,Computer Systems Analysts,California,CA,,y,H-1B,85322.0,106606.0,data analyst,51404,,Average,,Average
